user_id,username,tweet,description,hashtags,retweet_count,mention_count,follower_count,following_count,verified,account_age_days,label
103434,rahul,Spending my time on coding and feeling confused.,"Living, learning, and doing festival.",#food #study,12,3,369,890,False,2021,0
118739,offer7263,"New weight loss strategy released, discount! #promo",24/7 loan signals and updates.,#crypto #giveaway,47,1,423,1160,False,522,1
117407,auto7980,Boost your online course results now! sign up today. #giveaway,Loan growth service. sign up today.,#promo #ad,22,1,665,1080,False,482,1
115440,bot2020,Boost your crypto results now! offer ends soon. #trading,Weight loss marketing bot. buy now.,#bot #ad #promo #sponsored #NFT,18,0,3017,377,False,388,1
110406,offer6136,Earn money with followers. limited offer! #trading,Automated NFT alerts and updates.,#giveaway #bot #crypto #NFT,15,6,28,1210,False,348,1
106517,sara,Anyone else stressed about weekend these days?,Student | weekend | trying my best.,#weekend #fitness,4,1,400,138,False,1281,0
100971,sam204,Spending my time on festival and feeling happy.,Just a human who loves gaming.,#food,59,1,546,186,False,1692,0
116487,offer9661,Earn money with stock trading. sign up today! #deal,Betting marketing bot. win prizes.,#deal #giveaway,29,2,142,510,False,75,1
119730,crypto2947,"New likes strategy released, exclusive access! #sponsored",Official stock trading promotion account. exclusive access.,#bot #trading #discount #crypto #sponsored,84,2,60,288,False,554,1
113137,offer1324,"Join our casino program today, click this link! #sponsored",Betting growth service. limited offer.,#deal #crypto,57,0,6570,271,False,588,1
103669,maria_life,"Feeling angry today, thinking about football.",Coding lover and grateful person.,,32,0,615,753,False,2295,0
115983,crypto5052,"Join our loan program today, visit our website! #deal",Loan growth service. buy now.,#NFT #crypto,41,3,411,1345,False,745,1
104058,omar_food,"Another day, more holiday. Stay grateful everyone.",Festival lover and happy person.,#food,1,0,662,310,False,1971,0
114976,bot1277,Boost your casino results now! limited offer. #giveaway,Online course growth service. limited offer.,#discount #ad #giveaway #promo,45,2,91,1566,True,623,1
115698,deal5824,"New NFT strategy released, giveaway! #giveaway",Automated forex alerts and updates.,#deal #promo,71,4,4714,58,False,524,1
113829,offer2864,Earn money with crypto. win prizes! #win,Automated stock trading alerts and updates.,#win #sponsored #ad,82,2,311,764,False,7,1
113419,trade7839,"Join our casino program today, special deal! #bot",24/7 NFT signals and updates.,#deal #giveaway #win #ad,114,1,124,505,False,306,1
100960,john449,"Feeling grateful today, thinking about friends.",Music lover and sad person.,#food #friends #study,10,2,782,310,False,1197,0
117744,deal4109,"New crypto strategy released, discount! #win",Casino growth service. offer ends soon.,#sponsored #trading #crypto,6,0,485,132,False,380,1
109864,sara_dev,Life update: work and stressed vibes.,Just a human who loves cricket.,#friends #life #fitness,0,0,44,715,False,647,0
111263,auto1409,Boost your loan results now! giveaway. #deal,Automated forex alerts and updates.,#giveaway #ad,50,1,5584,347,True,303,1
115782,deal8048,"New casino strategy released, click this link! #NFT",Automated online course alerts and updates.,#bot #NFT,3,1,2880,127,False,626,1
117196,bot7088,"New stock trading strategy released, visit our website! #discount",Automated crypto alerts and updates.,#discount #promo #trading #win #sponsored,17,1,8677,99,False,291,1
107554,omar659,Anyone else stressed about family these days?,"Living, learning, and doing work.",#food #life #fitness,32,1,839,318,False,2677,0
110498,trade2192,Earn money with loan. special deal! #deal,24/7 online course signals and updates.,#deal #trading,62,3,92,74,False,373,1
117059,offer3517,"Join our followers program today, offer ends soon! #win",24/7 NFT signals and updates.,#ad #deal,62,2,6868,50,False,472,1
117928,deal2028,Boost your NFT results now! buy now. #crypto,Official forex promotion account. win prizes.,#trading #promo #crypto,54,2,3432,1193,False,244,1
107085,sam_food,Anyone else sad about coffee these days?,"Tired soul, friends and coffee.",#life,35,1,1026,456,False,595,0
114753,trade6400,Earn money with weight loss. click this link! #bot,Ai signals growth service. click this link.,#promo #sponsored,23,4,148,531,False,561,1
104519,david,Life update: football and blessed vibes.,Student | travel | trying my best.,#friends #fitness #happy,23,2,282,460,False,2361,0
103024,sara,Spending my time on coding and feeling sad.,"Living, learning, and doing cricket.",#mood,45,0,763,507,False,1704,0
112121,deal8097,"Automate your online course profits, offer ends soon! #sponsored",Loan growth service. visit our website.,#NFT #trading,84,6,448,374,False,386,1
118494,offer4372,Earn money with AI signals. sign up today! #trading,24/7 likes signals and updates.,#trading #sponsored #discount,28,3,196,304,False,287,1
105483,neha,Life update: exams and confused vibes.,"Sad soul, coffee and coffee.",#friends #mood #weekend,21,0,877,433,False,2274,0
101419,maria_music,Life update: health and tired vibes.,Movies lover and tired person.,#friends #mood,25,0,646,255,False,2547,0
106209,omar856,Anyone else blessed about friends these days?,"Living, learning, and doing gaming.",#fitness #life,8,1,1292,317,False,1060,0
110742,trade6950,"Join our NFT program today, special deal! #sponsored",Weight loss marketing bot. buy now.,#deal #giveaway #NFT #ad #win,41,5,5656,1581,False,162,1
116143,offer9028,"Join our stock trading program today, click this link! #giveaway",Casino marketing bot. exclusive access.,#trading #giveaway #win #crypto #discount,42,4,173,891,False,658,1
117617,crypto1473,"Join our weight loss program today, win prizes! #crypto",Forex growth service. click this link.,#crypto #ad,84,4,7215,1477,False,253,1
114568,deal8465,Earn money with followers. click this link! #promo,24/7 online course signals and updates.,#promo #deal #giveaway,75,2,229,5052,False,468,1
100980,sara,"Feeling sad today, thinking about cricket.",Just a human who loves coding.,#weekend,24,0,463,674,False,1685,0
102783,david878,"Another day, more food. Stay proud everyone.",Student | exams | trying my best.,#family #friends #music,7,0,752,466,False,1573,0
107713,neha310,Anyone else happy about family these days?,"Proud soul, birthday and coffee.",,11,1,1082,628,False,399,0
111518,crypto4257,"New weight loss strategy released, win prizes! #NFT",Betting growth service. limited offer.,#trading #giveaway,42,1,204,141,False,421,1
108600,alex850,Life update: family and excited vibes.,Study lover and stressed person.,,23,1,469,491,False,1014,0
111640,crypto1479,"New stock trading strategy released, win prizes! #sponsored",24/7 casino signals and updates.,#promo #trading #sponsored #NFT,14,2,5087,179,False,475,1
118830,offer5941,Earn money with stock trading. discount! #ad,Official loan promotion account. sign up today.,#deal #trading #discount,19,3,3453,50,False,111,1
112562,offer7219,"Automate your crypto profits, sign up today! #ad",Automated online course alerts and updates.,#discount #giveaway,22,2,182,52,False,384,1
112751,auto6194,Earn money with online course. giveaway! #ad,Official followers promotion account. offer ends soon.,#promo #NFT #trading #win #crypto,50,2,4551,554,False,373,1
106384,david,Life update: health and sad vibes.,"Proud soul, movies and coffee.",#happy #weekend #food,32,2,117,500,True,2184,0
104807,neha,"Another day, more college. Stay blessed everyone.","Stressed soul, coffee and coffee.",#friends #fitness #music,28,1,541,549,False,1974,0
106195,priya_life,Spending my time on music and feeling sad.,Coffee lover and stressed person.,#family #study #music,23,1,673,365,False,1109,0
110648,auto2817,"New forex strategy released, limited offer! #deal",Automated stock trading alerts and updates.,#discount #promo,45,2,301,930,False,457,1
107567,david780,Anyone else confused about family these days?,"Motivated soul, study and coffee.",#happy #music #friends,12,2,810,766,False,1390,0
116397,auto3312,"Join our online course program today, offer ends soon! #bot",Online course marketing bot. limited offer.,#discount #ad #promo #win,27,3,5746,1321,False,211,1
117524,offer1317,"Join our betting program today, limited offer! #trading",Online course growth service. special deal.,#giveaway #ad #discount #promo #crypto,37,1,7136,828,False,626,1
101346,sara_life,Anyone else grateful about friends these days?,Student | exams | trying my best.,#study,21,0,742,289,False,1466,0
113124,offer8755,"Join our likes program today, offer ends soon! #ad",Casino growth service. giveaway.,#discount #ad #bot #win,0,2,2066,198,False,22,1
112673,trade7755,"New AI signals strategy released, win prizes! #deal",Official crypto promotion account. limited offer.,#discount #giveaway,57,4,3427,1824,False,287,1
115455,deal7395,Boost your betting results now! win prizes. #promo,Likes growth service. visit our website.,#crypto #NFT #deal #promo,97,0,5224,528,False,626,1
114001,crypto5640,"New stock trading strategy released, win prizes! #trading",Stock trading growth service. sign up today.,#NFT #crypto #trading #giveaway,50,2,91,2999,False,452,1
118621,auto5577,"New stock trading strategy released, limited offer! #ad",Ai signals growth service. limited offer.,#trading #sponsored #promo #deal,66,0,526,1044,False,125,1
102119,david,Life update: coding and grateful vibes.,"Grateful soul, cricket and coffee.",,12,0,836,0,False,1709,0
115304,crypto8363,Boost your NFT results now! giveaway. #sponsored,Betting marketing bot. limited offer.,#bot #ad #discount,66,3,3619,2154,False,236,1
104309,maria343,"Another day, more football. Stay proud everyone.",Student | travel | trying my best.,,0,1,1068,583,False,589,0
104484,rahul310,"Feeling grateful today, thinking about study.",College lover and sad person.,#family #weekend,38,1,90,572,False,1686,0
111013,offer9978,"New loan strategy released, win prizes! #ad",Crypto marketing bot. visit our website.,#giveaway #sponsored #deal #win,69,3,66,159,False,311,1
104770,neha,Anyone else proud about work these days?,"Living, learning, and doing exams.",#fitness #music,0,1,855,146,False,2160,0
102712,neha,Spending my time on coffee and feeling confused.,Student | cricket | trying my best.,#happy #music,39,1,407,800,False,1706,0
112186,deal1787,Boost your casino results now! discount. #crypto,Followers growth service. discount.,#win #NFT #giveaway #bot,35,5,6688,2109,False,427,1
116615,offer6486,"Join our AI signals program today, offer ends soon! #promo",Automated forex alerts and updates.,#deal #promo #giveaway #sponsored,61,3,5540,2309,False,383,1
110947,auto4636,"Automate your NFT profits, buy now! #discount",Ai signals growth service. special deal.,#bot #crypto,78,4,6226,248,False,305,1
102545,rahul,Anyone else proud about cricket these days?,Just a human who loves music.,#travel #life,31,1,370,163,False,922,0
112619,promo2996,Boost your likes results now! win prizes. #promo,Online course growth service. giveaway.,#crypto #ad #promo #bot #sponsored,57,4,10459,209,False,293,1
109851,omar962,Life update: gaming and tired vibes.,Student | health | trying my best.,#study,28,1,717,507,False,859,0
104410,alex,Anyone else excited about college these days?,"Living, learning, and doing college.",,6,2,987,346,False,1691,0
119647,bot1977,Boost your betting results now! click this link. #promo,24/7 weight loss signals and updates.,#promo #trading,79,0,4292,3508,False,158,1
112344,deal3439,"Join our online course program today, exclusive access! #ad",Weight loss marketing bot. special deal.,#ad #giveaway #promo #crypto #bot,65,3,4664,359,False,316,1
112407,offer7920,Earn money with crypto. visit our website! #deal,Automated weight loss alerts and updates.,#bot #sponsored #giveaway #promo #trading,60,4,5968,395,False,578,1
109610,alex_dev,"Another day, more friends. Stay grateful everyone.","Tired soul, birthday and coffee.",,33,1,1119,814,False,1187,0
110718,trade6262,"New loan strategy released, sign up today! #crypto",24/7 casino signals and updates.,#sponsored #win #giveaway #deal #crypto,77,2,6938,516,False,172,1
107571,alex_food,"Another day, more friends. Stay grateful everyone.","Living, learning, and doing holiday.",#family,23,3,691,209,False,774,0
103570,sam_life,Life update: music and stressed vibes.,Football lover and stressed person.,,47,1,798,440,False,2329,0
108602,sam715,Spending my time on family and feeling proud.,Student | music | trying my best.,#music #happy,5,2,516,793,False,1114,0
103559,omar_food,"Feeling grateful today, thinking about exams.",Music lover and grateful person.,#family,31,3,1019,659,False,3382,0
104991,john,Spending my time on coding and feeling tired.,Just a human who loves coffee.,,0,0,640,432,False,1764,0
107439,sam,Life update: birthday and tired vibes.,"Tired soul, gaming and coffee.",#food #weekend #life,25,2,1057,697,False,2238,0
109325,omar636,Spending my time on movies and feeling happy.,Just a human who loves music.,#food #mood,35,1,1031,360,False,1868,0
102300,alex59,Anyone else proud about football these days?,Weekend lover and excited person.,#food #family,0,1,546,441,False,1275,0
107666,david,"Another day, more gaming. Stay angry everyone.","Excited soul, coding and coffee.",,8,1,769,531,False,1757,0
105804,sara91,Life update: football and motivated vibes.,Student | birthday | trying my best.,#music,41,0,768,189,False,1825,0
112022,auto3542,Earn money with forex. special deal! #discount,Crypto growth service. sign up today.,#bot #win,31,4,516,302,False,158,1
115537,promo8909,Boost your stock trading results now! limited offer. #deal,Automated weight loss alerts and updates.,#promo #bot,42,4,5954,2071,False,519,1
109757,omar,"Feeling happy today, thinking about festival.",Student | holiday | trying my best.,#friends #happy #weekend,3,1,796,371,False,697,0
112014,trade9579,Boost your loan results now! visit our website. #crypto,24/7 crypto signals and updates.,#giveaway #sponsored,60,7,162,734,False,270,1
105211,maria_food,Spending my time on exams and feeling blessed.,Friends lover and motivated person.,#food #mood #music,10,3,659,112,False,1708,0
111548,trade9300,"Automate your stock trading profits, limited offer! #promo",Online course marketing bot. click this link.,#discount #win #ad #bot #deal,108,4,271,827,False,247,1
112366,offer8611,"Automate your weight loss profits, special deal! #bot",Official forex promotion account. special deal.,#giveaway #deal #ad #NFT #win,63,5,5284,377,False,428,1
109270,rahul_music,Life update: festival and angry vibes.,"Living, learning, and doing gaming.",,28,3,777,248,False,1792,0
103975,neha526,Anyone else confused about friends these days?,Student | birthday | trying my best.,#happy #travel,18,1,829,568,False,2069,0
116090,deal3926,"Join our casino program today, visit our website! #discount",Automated online course alerts and updates.,#crypto #win #promo #NFT,29,3,48,504,False,646,1
117232,bot7169,"Join our stock trading program today, visit our website! #promo",Official loan promotion account. visit our website.,#discount #win #sponsored #ad,40,3,104,631,False,234,1
117443,offer3938,"Join our NFT program today, offer ends soon! #NFT",Betting growth service. special deal.,#discount #bot #trading #crypto #giveaway,74,3,3729,1138,False,236,1
113656,deal2228,Boost your betting results now! special deal. #deal,24/7 crypto signals and updates.,#trading #promo #ad,10,5,517,1148,False,553,1
115645,trade1882,Earn money with online course. buy now! #ad,Followers marketing bot. discount.,#trading #giveaway #promo #crypto #discount,71,2,6898,364,False,542,1
102730,maria744,Anyone else proud about friends these days?,Just a human who loves coffee.,#weekend #fitness,2,0,1004,0,False,1656,0
103298,john912,Anyone else sad about music these days?,"Tired soul, exams and coffee.",#travel,22,2,854,254,False,1619,0
108956,rahul,"Another day, more food. Stay confused everyone.","Angry soul, food and coffee.",#music #weekend,30,1,730,379,False,2062,0
117410,crypto1899,"New casino strategy released, win prizes! #bot",Official weight loss promotion account. giveaway.,#deal #discount #win,34,0,537,50,False,168,1
115155,bot2456,"Join our online course program today, giveaway! #deal",Automated online course alerts and updates.,#deal #NFT,58,2,3921,503,False,7,1
117276,auto2677,"Join our followers program today, offer ends soon! #deal",Stock trading growth service. win prizes.,#trading #crypto #discount #win #bot,0,5,126,50,False,72,1
106703,david,"Another day, more friends. Stay blessed everyone.","Confused soul, weekend and coffee.",#study,21,0,429,437,False,1060,0
101968,sam_music,Life update: friends and blessed vibes.,Just a human who loves family.,#happy,13,2,562,200,False,2591,0
104936,john,Anyone else blessed about festival these days?,Work lover and happy person.,,0,1,805,74,False,1407,0
102112,omar,Anyone else grateful about travel these days?,Just a human who loves friends.,#friends #food #mood,19,1,706,186,False,30,0
100878,omar_music,"Feeling angry today, thinking about friends.",Coffee lover and blessed person.,,48,0,813,539,False,117,0
119075,crypto8664,"Automate your betting profits, buy now! #giveaway",Casino marketing bot. sign up today.,#sponsored #deal,42,3,8009,866,False,709,1
112989,auto1224,Earn money with followers. sign up today! #bot,Official AI signals promotion account. win prizes.,#bot #NFT,68,2,196,1470,False,143,1
107277,priya,"Another day, more gaming. Stay blessed everyone.","Living, learning, and doing work.",#family,26,1,979,383,False,1325,0
105709,sara828,Anyone else angry about travel these days?,Student | friends | trying my best.,#happy,25,1,350,89,False,573,0
112078,deal7054,Earn money with online course. visit our website! #crypto,Official followers promotion account. offer ends soon.,#trading #ad,22,2,3681,1394,False,329,1
106687,sara_food,"Feeling motivated today, thinking about gaming.",Just a human who loves football.,#friends,17,1,730,609,False,1273,0
106418,alex,Spending my time on coffee and feeling angry.,"Living, learning, and doing work.",,36,1,447,493,False,1855,0
110431,crypto4331,"Join our betting program today, offer ends soon! #giveaway",Official loan promotion account. win prizes.,#trading #giveaway,55,2,447,410,False,365,1
109982,omar,Life update: work and grateful vibes.,"Living, learning, and doing weekend.",#life #study #travel,3,0,1201,408,False,553,0
119073,deal2527,Boost your betting results now! exclusive access. #discount,Ai signals marketing bot. buy now.,#trading #NFT #deal #promo #ad,69,2,5553,2118,False,393,1
104629,rahul510,Spending my time on health and feeling grateful.,Just a human who loves weekend.,#life #mood,41,1,839,143,False,1333,0
108862,sam,Spending my time on football and feeling angry.,Festival lover and blessed person.,#life,15,2,477,374,False,1132,0
104667,john_life,"Feeling proud today, thinking about coding.",Student | music | trying my best.,#study #family #friends,1,1,705,136,False,1418,0
114163,deal6831,"New forex strategy released, click this link! #deal",Official weight loss promotion account. offer ends soon.,#ad #giveaway #NFT #bot,25,6,529,205,False,853,1
100385,sam664,Spending my time on football and feeling confused.,Student | weekend | trying my best.,#happy #weekend #life,23,2,463,392,False,1719,0
104186,omar785,"Another day, more movies. Stay motivated everyone.",Student | music | trying my best.,#food #travel,39,1,438,525,False,1173,0
105345,maria268,"Feeling proud today, thinking about gaming.",Coding lover and proud person.,#mood #happy,40,0,602,185,False,1649,0
102195,priya784,"Another day, more exams. Stay grateful everyone.",Movies lover and grateful person.,#friends #life,5,1,1014,317,False,976,0
114990,auto7984,"New loan strategy released, win prizes! #ad",Official betting promotion account. visit our website.,#crypto #giveaway,89,2,143,216,False,595,1
112634,crypto3096,"Automate your forex profits, special deal! #giveaway",Official NFT promotion account. win prizes.,#bot #trading #crypto #sponsored #ad,67,0,6049,1685,False,7,1
101077,neha_life,Anyone else blessed about football these days?,Student | friends | trying my best.,,16,2,540,429,False,2498,0
106286,rahul348,Life update: movies and happy vibes.,"Confused soul, college and coffee.",#life,25,1,624,325,False,2100,0
105933,sam_dev,Spending my time on study and feeling angry.,"Living, learning, and doing exams.",#friends #happy,28,0,773,707,False,1923,0
118512,bot7496,Boost your betting results now! offer ends soon. #crypto,Official crypto promotion account. special deal.,#discount #win #trading #sponsored #crypto,39,6,6111,466,False,350,1
119717,deal5822,Earn money with forex. discount! #sponsored,Weight loss marketing bot. special deal.,#NFT #giveaway #sponsored,120,4,416,329,False,426,1
113363,promo4369,"Join our crypto program today, giveaway! #discount",Automated online course alerts and updates.,#promo #bot #crypto #win #ad,58,2,85,261,False,351,1
108072,sara779,Spending my time on holiday and feeling sad.,"Living, learning, and doing cricket.",,22,2,793,131,True,1081,0
117020,deal5253,"Automate your likes profits, visit our website! #deal",Automated crypto alerts and updates.,#promo #NFT #trading #deal,67,3,254,226,False,7,1
109543,maria807,Anyone else stressed about festival these days?,"Confused soul, food and coffee.",#happy #friends,22,0,1013,452,False,1721,0
119094,auto4258,Boost your casino results now! exclusive access. #deal,Loan growth service. win prizes.,#giveaway #win,85,1,514,747,False,406,1
113355,trade3984,"Join our AI signals program today, offer ends soon! #ad",Stock trading growth service. special deal.,#sponsored #promo #NFT #crypto,23,2,12,1626,False,331,1
118631,bot7939,"Automate your NFT profits, exclusive access! #sponsored",Official AI signals promotion account. sign up today.,#bot #win,87,1,751,357,False,602,1
102848,priya_food,Life update: travel and angry vibes.,"Angry soul, festival and coffee.",#friends,25,1,799,370,False,1596,0
112791,auto3222,"New forex strategy released, discount! #bot",24/7 betting signals and updates.,#bot #NFT #giveaway #deal,0,3,6678,1184,False,531,1
107722,sam774,Spending my time on birthday and feeling motivated.,Just a human who loves holiday.,#mood #travel #life,29,1,606,817,False,1500,0
100812,john,"Another day, more football. Stay happy everyone.","Stressed soul, exams and coffee.",#mood,26,2,371,386,False,1767,0
111193,offer9265,"Automate your followers profits, buy now! #trading",Loan growth service. offer ends soon.,#win #bot,60,6,416,2331,False,21,1
105135,sara_life,Life update: food and motivated vibes.,"Stressed soul, movies and coffee.",#life,7,2,843,274,False,970,0
108510,priya_life,Life update: travel and happy vibes.,Student | coffee | trying my best.,#friends #weekend #travel,24,2,537,371,False,1619,0
107434,sara_food,"Feeling tired today, thinking about football.","Confused soul, family and coffee.",#travel,23,0,914,327,False,1126,0
116476,offer4913,Boost your forex results now! giveaway. #sponsored,Casino growth service. exclusive access.,#NFT #discount #bot,34,2,398,101,False,445,1
100936,sara555,"Feeling confused today, thinking about coding.",Just a human who loves festival.,#fitness,27,1,968,494,True,733,0
111965,trade4352,Earn money with AI signals. giveaway! #sponsored,24/7 AI signals signals and updates.,#bot #giveaway,41,2,393,1896,False,80,1
101692,neha372,"Feeling happy today, thinking about study.","Blessed soul, coffee and coffee.",#food #mood #fitness,15,2,1168,206,False,1220,0
106216,omar574,"Another day, more coding. Stay stressed everyone.",Holiday lover and grateful person.,#happy #music,44,0,850,248,False,1339,0
109459,sara_food,"Another day, more holiday. Stay sad everyone.","Motivated soul, football and coffee.",#fitness #study,19,0,1093,175,False,474,0
112527,crypto8889,"Join our forex program today, giveaway! #win",Casino marketing bot. exclusive access.,#win #NFT #bot,80,3,1972,1426,False,381,1
115484,trade3583,Earn money with crypto. limited offer! #promo,Followers marketing bot. sign up today.,#discount #ad,29,4,241,704,False,507,1
105792,sara_food,Anyone else proud about coding these days?,Exams lover and sad person.,#family #friends,41,2,86,150,False,1693,0
112266,bot7286,Earn money with followers. special deal! #giveaway,Casino marketing bot. buy now.,#win #NFT,37,2,8482,2283,False,497,1
102221,alex835,"Feeling blessed today, thinking about exams.","Living, learning, and doing friends.",,43,2,462,275,False,1868,0
115757,deal8271,Boost your NFT results now! visit our website. #trading,24/7 online course signals and updates.,#crypto #discount #sponsored #NFT #win,10,2,3492,641,False,545,1
104693,alex992,Spending my time on friends and feeling excited.,Just a human who loves cricket.,#happy,23,2,835,498,False,1763,0
110108,offer5409,Boost your crypto results now! visit our website. #ad,Official loan promotion account. sign up today.,#trading #crypto #bot #ad,51,2,1189,50,False,496,1
105107,maria988,Life update: holiday and angry vibes.,Student | cricket | trying my best.,#travel #life,0,1,336,422,False,1202,0
113480,offer5879,Earn money with forex. sign up today! #promo,Nft marketing bot. offer ends soon.,#ad #promo,34,3,337,857,False,565,1
104745,david827,"Feeling angry today, thinking about cricket.",Just a human who loves music.,#study #friends,10,2,600,375,False,1132,0
101604,alex505,"Another day, more birthday. Stay confused everyone.",Just a human who loves festival.,#life,25,1,947,464,False,1015,0
117395,crypto5224,"Join our followers program today, click this link! #ad",24/7 stock trading signals and updates.,#win #deal,40,5,45,88,False,412,1
116863,auto2162,Boost your AI signals results now! click this link. #trading,Crypto growth service. exclusive access.,#trading #NFT #deal,59,2,810,880,False,662,1
108213,priya,Spending my time on food and feeling excited.,"Living, learning, and doing movies.",#life #weekend #happy,39,1,799,645,False,2250,0
101092,alex_dev,"Feeling motivated today, thinking about cricket.","Living, learning, and doing music.",,2,2,1275,471,False,1427,0
113884,bot5496,"New NFT strategy released, buy now! #giveaway",Followers marketing bot. win prizes.,#discount #giveaway,66,1,125,367,False,388,1
106311,sara,Spending my time on family and feeling blessed.,"Living, learning, and doing movies.",#study,30,0,655,271,False,1361,0
109012,sam_life,Anyone else tired about festival these days?,Study lover and motivated person.,,30,2,507,272,False,1176,0
100351,rahul_music,"Feeling proud today, thinking about food.","Living, learning, and doing gaming.",#friends,31,1,862,487,False,2504,0
114782,promo1068,Earn money with AI signals. sign up today! #discount,Automated weight loss alerts and updates.,#NFT #trading,56,0,600,1119,False,540,1
101530,neha,Spending my time on coffee and feeling blessed.,Student | travel | trying my best.,,33,1,519,493,False,2488,0
113591,promo4038,Earn money with crypto. giveaway! #deal,24/7 AI signals signals and updates.,#crypto #NFT #giveaway #trading #promo,32,2,8,50,False,338,1
